,Topics,Alpha,Beta,Auto Coherence Umass,Intra/Inter Similarity word2vec10 1st version,Intra/Inter Similarity word2vec20 1st version,Intra/Inter Similarity word2vecGoogle 1st version,Intra/Inter Similarity word2vec10 2nd version,Intra/Inter Similarity word2vec20 2nd version,Intra/Inter Similarity word2vecGoogle 2nd version,NumberOfWordsNotInGoogleW2v,Topic Distance JS,Auto Coherence without pretrained,Auto Coherence with word2vec10,Auto Coherence with word2vec20,Auto Coherence with word2vecGoogle
103,26,0.01,symmetric,-3.5239021566964635,1.2085383551556834,1.1950514917261423,0.7298807670924032,1.0994201921151336,1.0926750750372236,1.010286951397323,"(5, 395)",0.8064358955833484,0.7245404,0.49877864,0.48172998,0.6152323
104,26,0.31,0.01,-3.1011203824458584,1.21906496337689,1.208807300744876,0.72616213508176,1.1010201497753256,1.094925934443924,1.0088007439483344,"(6, 413)",0.812216864383405,0.7313502,0.5025392,0.48628536,0.6111441
105,26,0.31,0.31,-3.48438404056068,1.210160734866552,1.1974865095325589,0.7262364316354994,1.0948386670083825,1.0882281080552687,1.008680230161758,"(5, 421)",0.8116221119020846,0.7141241,0.48269123,0.46601805,0.61364603
106,26,0.31,0.61,-3.719748472969713,1.2063137416404954,1.191590835648624,0.7237093728581114,1.094625619782804,1.0876121087838315,1.008569578938493,"(7, 428)",0.8138660256743523,0.7122328,0.48265463,0.46512434,0.6111177
107,26,0.31,symmetric,-3.54564121589316,1.204132967197038,1.1938165758673212,0.721336549728212,1.093108642361201,1.087184830136877,1.0078028133249326,"(5, 422)",0.8152965807309596,0.712045,0.47888246,0.4637764,0.6098428
108,26,0.61,0.01,-3.197906882534482,1.2061831615314562,1.2000561294111616,0.7272389930493752,1.097615339166481,1.0920305704304412,1.0088407953212697,"(0, 457)",0.8229037397343719,0.7320582,0.48950467,0.4751324,0.61932886
109,26,0.61,0.31,-3.2849058619737743,1.2187316222210594,1.212646415544903,0.7278304573476977,1.0995736459182677,1.0943216451248592,1.0083798125782766,"(6, 461)",0.8228893628398962,0.7289867,0.49214494,0.47856793,0.621488
110,26,0.61,0.61,-3.243048046282696,1.208597442556592,1.2022367707731814,0.7266425553068325,1.0970906781214185,1.092087993970002,1.0077990875181702,"(5, 456)",0.821474905465561,0.73050845,0.48855612,0.4754395,0.6230199
111,26,0.61,symmetric,-3.183612689048857,1.230361219514149,1.2212553762480842,0.7350739200017923,1.1047863826026596,1.0985119048614316,1.009378462634864,"(0, 470)",0.8238287411271676,0.73831356,0.50466347,0.48928386,0.62972385
112,26,symmetric,0.01,-3.381896159980471,1.1996204370831425,1.1885690830599709,0.7302936305255439,1.094449606258793,1.087860032336174,1.009948827447214,"(0, 389)",0.8057006795610876,0.7222728,0.487423,0.46994942,0.6154608
113,26,symmetric,0.31,-3.1397063179290594,1.1996824576231668,1.187761795039726,0.7299482250385279,1.0962319693213105,1.0894755172450674,1.010391914461097,"(5, 377)",0.8005231934806224,0.7269353,0.49419764,0.47620866,0.6126271
114,26,symmetric,0.61,-3.2680742094965365,1.1969704227819935,1.185196866391319,0.7285106414660334,1.0939618395346038,1.087343515205788,1.010433620181265,"(5, 378)",0.7995070049797703,0.72518635,0.49025142,0.47225374,0.60964257
115,26,symmetric,symmetric,-3.3812936609128497,1.2052227939954137,1.1930612796593474,0.7307586153661016,1.095276428417142,1.088385607683252,1.0107930566045455,"(0, 392)",0.8056275907476825,0.7228982,0.48874146,0.47071224,0.6121797
116,26,asymmetric,0.01,-3.2887271307397574,1.2054472973151582,1.1953267838919424,0.7253108928173302,1.0979521688167302,1.091588236940885,1.0089187656504557,"(1, 383)",0.8043498036602595,0.72783047,0.496593,0.4792875,0.6117276
117,26,asymmetric,0.31,-3.0487203631946835,1.2037182586603523,1.1894904177929089,0.7275298283803661,1.098075845927032,1.0910175455578563,1.010037232071957,"(5, 360)",0.7984501585651076,0.7272209,0.49925488,0.4809246,0.6091188
118,26,asymmetric,0.61,-3.088825860172862,1.1986640172247345,1.1866958134959773,0.7203316095190904,1.0955304257110166,1.0889430079604536,1.0081894797665227,"(5, 364)",0.7985920725886796,0.72514087,0.4941659,0.47690398,0.60554457
119,26,asymmetric,symmetric,-3.1402804517318046,1.1967283098012655,1.1856311581202714,0.728343198598477,1.0951782307238065,1.0885912537393478,1.0091201512666894,"(1, 378)",0.8023088938057572,0.72643095,0.49211958,0.4744809,0.61701614
120,28,0.01,0.01,-3.5153017484873303,1.2042874231806944,1.192662708455322,0.7250859231028267,1.096450643140924,1.0900194931604394,1.00857155240026,"(5, 410)",0.804910517016569,0.72406304,0.49298552,0.47591132,0.6100383
121,28,0.01,0.31,-3.834597298376044,1.1853736510068291,1.1722906282406,0.7265654962454224,1.0895470784800505,1.0828287700853696,1.0101339682274662,"(5, 403)",0.801781048293689,0.71381086,0.47748658,0.45952573,0.60961896
122,28,0.01,0.61,-3.833650375509556,1.1942195591775442,1.180828067828445,0.7284875223303519,1.0934735123652102,1.086424986670036,1.0102130191036356,"(7, 412)",0.8034002324408958,0.71789134,0.48748893,0.46904996,0.6143279
123,28,0.01,symmetric,-3.813950409286991,1.199271982821187,1.1864275888126763,0.7272394617541822,1.0945668748642414,1.0879913267126988,1.0088178562756065,"(5, 424)",0.8060557783352191,0.7216392,0.48879334,0.47141793,0.6118806
124,28,0.31,0.01,-3.3478549314824995,1.2218287989069432,1.209972931777267,0.7275263524760872,1.0987959758731969,1.0926531980263097,1.0094798426012006,"(3, 465)",0.8164843049307073,0.7217217,0.49266925,0.47757858,0.6130019
125,28,0.31,0.31,-3.4629599155194413,1.216745057057952,1.2028989049802472,0.731699455118936,1.0973433294402282,1.090647151650649,1.0098311127197923,"(5, 461)",0.8157542092287187,0.715777,0.48947296,0.4732787,0.6184038
126,28,0.31,0.61,-3.7144217756238938,1.2133897590139164,1.200780544481992,0.7285350740611043,1.0962567477024476,1.0897613362125536,1.009543188184608,"(6, 467)",0.817947041582111,0.7140054,0.48730993,0.471194,0.6156597
127,28,0.31,symmetric,-3.352364778936761,1.211798081040373,1.2014763387673102,0.7291655441074965,1.097357683324398,1.0914470831473204,1.0088090548035156,"(6, 456)",0.8165067528965898,0.7198718,0.49278936,0.4778066,0.6179786
128,28,0.61,0.01,-3.351472032237347,1.2249421347892502,1.2146214740792711,0.7322131902393544,1.1001533264398662,1.0941112431230566,1.0090516159913414,"(4, 508)",0.8250125296453584,0.7299298,0.49141175,0.47706318,0.6271548
129,28,0.61,0.31,-3.373738138929268,1.213658269948062,1.2052136608836788,0.7288537087674383,1.0965563728226542,1.0908875396438198,1.0086145516044087,"(6, 503)",0.8231709622236396,0.7255343,0.48435107,0.4705768,0.6225959
130,28,0.61,0.61,-3.380941401419776,1.2126874846431333,1.2033136003406495,0.7344738460231629,1.0969891807967542,1.0912518873808512,1.0093409650421463,"(6, 504)",0.8237328060925537,0.72638184,0.4859975,0.4721325,0.6316152
131,28,0.61,symmetric,-3.2225508542060246,1.2298010060885454,1.2195397047025196,0.7312358223439623,1.1031671054484562,1.096755888483253,1.0090714280012576,"(0, 502)",0.8247800545063712,0.7344708,0.49878606,0.48352638,0.6251048
132,28,symmetric,0.01,-3.599622300992525,1.2038104760782362,1.1906286511470254,0.7271805411042436,1.096656929642276,1.0899080557717489,1.009068405623319,"(5, 422)",0.8068295283930799,0.7194018,0.49260703,0.47532794,0.6093775
133,28,symmetric,0.31,-3.931291570354945,1.1946023611762515,1.1786198915770911,0.7269382310244314,1.0920846414018814,1.0844810894231147,1.0099342743874389,"(5, 426)",0.806289090720266,0.7157294,0.4828592,0.46347895,0.60885775
134,28,symmetric,0.61,-4.280244812616298,1.198014085564658,1.18454921093887,0.7225115789534949,1.0905480581325278,1.0836232869546134,1.0096591036819218,"(6, 416)",0.8059743299477005,0.70930636,0.47628978,0.45857015,0.60277474
135,28,symmetric,symmetric,-3.3963646788825863,1.2066584917701393,1.1955442775651577,0.7313449520836615,1.0977487322443231,1.0912134400064506,1.0099921858244172,"(6, 414)",0.8051553466554427,0.7242467,0.4954674,0.47843462,0.62022144
136,28,asymmetric,0.01,-3.570473098836416,1.181915035957881,1.1722637494815142,0.7240853634511827,1.0892076317007124,1.08317163294076,1.007882102146012,"(6, 408)",0.8059134360491546,0.7150892,0.477192,0.46069995,0.61491007
137,28,asymmetric,0.31,-3.58154734725966,1.197435364824467,1.1852749141512706,0.7269513441428351,1.0951279263030012,1.0884622975970542,1.009512266494418,"(5, 404)",0.8038314625394083,0.72000605,0.49093562,0.47337943,0.6115274
138,28,asymmetric,0.61,-4.022728376729334,1.1991479906104427,1.185199867221627,0.7233498019781358,1.095738330516815,1.0886824588636432,1.008412249330356,"(7, 399)",0.8034487699837356,0.7190257,0.49130836,0.47291523,0.60902506
139,28,asymmetric,symmetric,-3.557162460252296,1.1936863296366167,1.1830801136643734,0.7259060544726423,1.093227699422801,1.08690305438622,1.0086353557910896,"(6, 411)",0.8067092413241165,0.7180728,0.48542538,0.46827817,0.61464864
140,30,0.01,0.01,-3.75303898204298,1.1987513753907777,1.1838884665022318,0.7291943564899416,1.094675096035693,1.087376320354193,1.0106820671470955,"(7, 448)",0.8082491917260478,0.7191877,0.48763826,0.4689185,0.61100954
141,30,0.01,0.31,-3.459817585795273,1.2063153264568147,1.190947107569557,0.7231384715126856,1.097236136214745,1.0897285600042903,1.0108527550650457,"(7, 433)",0.8032135421249118,0.7234994,0.49418288,0.47510922,0.60380805
142,30,0.01,0.61,-3.737089747375528,1.20688925911833,1.1921195800784483,0.7352610935543576,1.099122971703554,1.0914614867716932,1.0120811133870382,"(3, 438)",0.804749418934154,0.7287934,0.5002597,0.48098007,0.61923224
143,30,0.01,symmetric,-3.1534673656023977,1.2000066578773527,1.1860028463273655,0.7300316496025377,1.0979495057290394,1.0908967068088649,1.0100025693720618,"(0, 432)",0.8048069881591974,0.7292305,0.4978677,0.48000804,0.6160792
144,30,0.31,0.01,-3.302682196015448,1.2122772350907751,1.201176137234733,0.7281884375556394,1.0970505958351149,1.0908414913560565,1.0083678923923858,"(6, 490)",0.8167806101283458,0.722609,0.48994523,0.47427902,0.6204807
145,30,0.31,0.31,-3.5611882637341314,1.2113930070972274,1.198690219735019,0.724571346508222,1.0964132982901609,1.089770793280069,1.0093119298776303,"(6, 497)",0.8167154951122793,0.7161333,0.4880633,0.4716306,0.610107
146,30,0.31,0.61,-3.651903194637333,1.2221301691994184,1.205622530918829,0.7337161359027237,1.0997700282228762,1.0919539891366707,1.0106048918399848,"(6, 514)",0.817771566894372,0.7179996,0.4943756,0.47598782,0.6208446
147,30,0.31,symmetric,-3.496224922476252,1.2030563138329895,1.1910496427729789,0.7240376392899267,1.0927062846835822,1.0864126102361775,1.0085812807117625,"(5, 501)",0.8178160425087071,0.7156923,0.47861624,0.46280402,0.6100496
148,30,0.61,0.01,-3.3950961620267006,1.2231734704676105,1.214726672778855,0.7321895344460451,1.10249716469919,1.0965990569826818,1.0091564577488927,"(6, 544)",0.8262514769858449,0.73183167,0.50034785,0.4856893,0.6278816
149,30,0.61,0.31,-3.422690916792356,1.2154381907694658,1.2050984002599971,0.7328481989083726,1.098143367391144,1.0918721142683157,1.0085759659733171,"(6, 537)",0.8238889812965338,0.7259365,0.4887448,0.4734003,0.6284673
150,30,0.61,0.61,-3.4337163052496105,1.2316395783984253,1.2196683640824089,0.7345629144172626,1.1034109708591164,1.0967457919371395,1.0092738202366789,"(5, 545)",0.8251808711885796,0.7329559,0.5023485,0.48641288,0.6306426
151,30,0.61,symmetric,-3.473428496730605,1.2166945255939874,1.2090430100274596,0.7324688213894874,1.0979818356442963,1.092443223272761,1.0085405191547308,"(6, 547)",0.8262317443026829,0.7270721,0.4881856,0.4741988,0.6301095
152,30,symmetric,0.01,-3.3246553093381173,1.2156839877041283,1.2019535635818772,0.730019308632437,1.1007899157671852,1.0939595422193606,1.0097395848389146,"(7, 436)",0.8059836076578405,0.72647417,0.50027007,0.48322296,0.61404127
153,30,symmetric,0.31,-3.20813889890958,1.20649387691344,1.192456258552996,0.7322913327634073,1.098336907097605,1.0910249843471898,1.0106649862420307,"(2, 433)",0.8019506360011067,0.72743624,0.49841496,0.47970912,0.6139793
154,30,symmetric,0.61,-3.995482725277692,1.210472118924406,1.1934156992579987,0.7350049700006999,1.0988772363661496,1.090820642932143,1.0127059446626636,"(2, 457)",0.806586265800515,0.72434586,0.49698576,0.4771849,0.6166848
155,30,symmetric,symmetric,-3.572951091289347,1.1940009334998265,1.180989150236135,0.7265500164264023,1.0947975125046732,1.087997510837545,1.0101951210911768,"(6, 441)",0.8062928892478392,0.7211435,0.49019036,0.47215825,0.6087385
156,30,asymmetric,0.01,-3.4886178460983945,1.1919726858641098,1.1803754526503785,0.7232670610003131,1.0936379667599914,1.0867661526732375,1.0093708694226553,"(0, 439)",0.8068734372266619,0.7222548,0.48855355,0.470153,0.60577106
157,30,asymmetric,0.31,-3.994593614260867,1.1911670541928978,1.1777078413229156,0.7252765436925245,1.09106479475378,1.0840129619633598,1.0092150783424838,"(0, 440)",0.8037621314261376,0.7123047,0.47903728,0.46086833,0.6096468
158,30,asymmetric,0.61,-4.022597263990631,1.1939008878132285,1.1799531793072324,0.7304801406090159,1.092783536675406,1.0855790319506176,1.0107518438306498,"(1, 440)",0.8043435145486846,0.7199206,0.48407277,0.46586034,0.61261475
159,30,asymmetric,symmetric,-3.186398001280724,1.2092170725788132,1.1958701543129937,0.7293814563142008,1.1013919439440414,1.0943945220232374,1.0100397051467171,"(1, 433)",0.8061773482830249,0.7333967,0.50721735,0.48945868,0.61387944
160,32,0.01,0.01,-4.150836480283237,1.1997590109979048,1.1822083619825696,0.7344076796038003,1.0929139343301604,1.0853658759269744,1.0106554999434323,"(5, 504)",0.8118707423709076,0.7076925,0.48012257,0.4614402,0.61846083
161,32,0.01,0.31,-3.674053226711873,1.200977583002498,1.1864637092510013,0.7331104086657935,1.094706630240846,1.0873554584662957,1.0120406378264983,"(5, 462)",0.8074292964537727,0.7183877,0.48966402,0.4709779,0.6146343
162,32,0.01,0.61,-4.332479080289497,1.196635723515925,1.179242502914266,0.7352760713485037,1.092758610714956,1.0851186562366577,1.0118798040199928,"(5, 488)",0.8104982510578518,0.7133713,0.4829717,0.46437687,0.6142576
163,32,0.01,symmetric,-3.7747657223229183,1.2085696066059042,1.1903825366267289,0.7402970007925884,1.097412186896622,1.0893586179877577,1.0118945230082963,"(6, 497)",0.8124353482440725,0.7189706,0.49245885,0.472726,0.6219183
164,32,0.31,0.01,-3.752054387638643,1.1951448516543328,1.1828305892827138,0.728373644815943,1.0896352927308883,1.0833643806188966,1.0090888880876294,"(5, 537)",0.8180717687209055,0.70762414,0.46973532,0.45433778,0.61829257
165,32,0.31,0.31,-3.526052765226958,1.2188329975854872,1.203727530918441,0.7326290507993591,1.0988917225776242,1.0917208290799367,1.0100321268540395,"(6, 521)",0.8176127938624368,0.7188854,0.4938413,0.47636855,0.61767435
166,32,0.31,0.61,-3.646882449415664,1.2208065476080705,1.2051879116758148,0.7325597325441027,1.099770352656139,1.0920441904517333,1.0108215407579002,"(6, 538)",0.8197462420101268,0.71878064,0.49503505,0.47639334,0.6183789
167,32,0.31,symmetric,-3.752774310502944,1.198397304648808,1.1852376478102264,0.7267139165823239,1.0903006797356771,1.0839577463662962,1.008753184545132,"(5, 538)",0.8184953925726555,0.70764697,0.47107124,0.45563275,0.6157616
168,32,0.61,0.01,-3.479884054745961,1.213112683013791,1.2037394435719058,0.7315687845774528,1.0975185068117783,1.0915228941404578,1.0089031930500394,"(3, 592)",0.8271549981863057,0.72917473,0.48738027,0.47261035,0.6257286
169,32,0.61,0.31,-3.5384135429754804,1.2068973397605274,1.197385233235,0.7345766648673073,1.0955115748939073,1.089336767696279,1.0085101369621228,"(6, 585)",0.8257029459648157,0.72645086,0.48338705,0.46808445,0.6326251
170,32,0.61,0.61,-3.313216383280567,1.2211158618269151,1.2124823480096618,0.7378481608645562,1.1019707528982357,1.0956610789224164,1.009143758829312,"(1, 573)",0.8254836476884247,0.7379824,0.4999387,0.48420972,0.635726
171,32,0.61,symmetric,-3.453870882403561,1.222640929590959,1.2132541573963864,0.7281392891141131,1.101825410464036,1.0954725179559468,1.008703130670896,"(6, 583)",0.8265279797912993,0.73079413,0.49813333,0.4824987,0.6214516
172,32,symmetric,0.01,-3.9750661634394975,1.1922868486079246,1.1764488413063114,0.7338689198768031,1.0902746304030349,1.08296292563051,1.0108543477310876,"(5, 486)",0.8108805420777111,0.7102113,0.4759878,0.45750138,0.6148423
173,32,symmetric,0.31,-4.126024268292236,1.217803168183174,1.199848307831626,0.7406984742147096,1.0982304034467512,1.090248894243477,1.0122516674419322,"(6, 497)",0.8110909095518041,0.71501344,0.4929772,0.4737576,0.6264303
174,32,symmetric,0.61,-3.9421046747885695,1.2010751935792077,1.185270598508951,0.7303604003682077,1.093665787094771,1.0862351558175516,1.0110622096628754,"(5, 488)",0.8111640276654444,0.7178029,0.48447043,0.4663494,0.60955197
175,32,symmetric,symmetric,-4.391754855509499,1.186286350385828,1.1734153439888115,0.7304243751151365,1.088607146168166,1.082316587326989,1.0099326575173997,"(5, 496)",0.8138838522881175,0.70269305,0.47086856,0.45503622,0.6137929
176,32,asymmetric,0.01,-3.7758677679870862,1.201392357111261,1.185201481079672,0.7318168441189169,1.0945821272558938,1.08714300435402,1.0098463886414657,"(5, 493)",0.8118626034314507,0.7142787,0.4859079,0.4675667,0.61440325
177,32,asymmetric,0.31,-3.92035441803436,1.2095171079678535,1.193409563049072,0.7360502185908886,1.0970761597717391,1.0896655383051064,1.011988825386153,"(6, 480)",0.8086301863948474,0.71991754,0.49066505,0.47273147,0.6163796
178,32,asymmetric,0.61,-4.09318837884788,1.203315124975954,1.1874544214210134,0.7373193260996543,1.0962012492497468,1.0885288815126524,1.012244689077942,"(7, 475)",0.8092219872070077,0.71989745,0.49045295,0.47168642,0.6174352
179,32,asymmetric,symmetric,-3.8869203907151215,1.1961954711175895,1.1815694562094217,0.7344632287154235,1.0927748186177315,1.0857866914574126,1.010359932563432,"(5, 489)",0.8106903683796473,0.71250033,0.4811684,0.46366116,0.6181463
180,34,0.01,0.01,-3.4857703317264828,1.2045549853453472,1.1906148657367737,0.7302753594510866,1.0986609891403711,1.0919132455103575,1.010186886774692,"(1, 498)",0.8080829820411091,0.7310738,0.49992162,0.48240343,0.6117701
181,34,0.01,0.31,-3.81109625707408,1.2068742283751048,1.188743360603449,0.7345104340108165,1.0971147670211712,1.0887487931687427,1.0120723828753506,"(2, 511)",0.8087569573236624,0.7208814,0.49233696,0.47190362,0.61286026
182,34,0.01,0.61,-4.117234156863288,1.2110067700186973,1.193322446792068,0.7371847410288987,1.0983225923728228,1.0901532435554144,1.0129426397965875,"(2, 505)",0.8097341347894409,0.72380567,0.49509594,0.4750124,0.6164377
183,34,0.01,symmetric,-3.714123363713722,1.2033976445119825,1.186946516025288,0.7337095478179312,1.0957755583993845,1.088222090867238,1.0112545689668904,"(2, 522)",0.811022041964257,0.7202639,0.4907229,0.4718923,0.6153834
184,34,0.31,0.01,-3.526902196334823,1.215878053362046,1.2032750711471234,0.7314491465877501,1.0989610280528086,1.0922512089036975,1.0098304145515715,"(7, 565)",0.819227492706624,0.723392,0.49391168,0.4774383,0.6197173
185,34,0.31,0.31,-3.6863258897418905,1.2134071441062697,1.1997222402755694,0.7324200777366885,1.0964860268920722,1.089742193020835,1.0098637309764344,"(5, 576)",0.8197094285900405,0.7146365,0.48641783,0.47026616,0.62136966
186,34,0.31,0.61,-3.915743729846578,1.212499136463896,1.197980664126468,0.7314630131411237,1.0960384187671677,1.0889710502542878,1.010319650075607,"(6, 583)",0.8212570222368144,0.71225095,0.48524806,0.4685757,0.61844444
187,34,0.31,symmetric,-3.6022325167461235,1.206103186588527,1.194305800177904,0.7313010860815878,1.0940264173982912,1.0876879927480962,1.009225276306617,"(5, 581)",0.8193423180790862,0.7151015,0.48129964,0.46572545,0.6206534
188,34,0.61,0.01,-3.372807923262494,1.2122844336307994,1.2044368150381075,0.7340737349861532,1.0990035697992704,1.093085413532372,1.008722600692225,"(1, 618)",0.8247278807311434,0.7340213,0.49231613,0.4772266,0.63009614
189,34,0.61,0.31,-3.5150802274389243,1.2101887196087606,1.201305620765755,0.7345959438019464,1.0971935698039503,1.0911161471612174,1.0092535503280298,"(7, 619)",0.8264913475066743,0.7288255,0.4876213,0.47286353,0.63102597
190,34,0.61,0.61,-3.382630139544474,1.21890993271062,1.209332568577747,0.7353240842091486,1.1001603110061322,1.0936890832744155,1.0092082216773697,"(1, 614)",0.8265001781692681,0.7350258,0.493953,0.4781033,0.630037
191,34,0.61,symmetric,-3.5134924657724174,1.2260856855265672,1.2165838620645295,0.7346823389379538,1.1025125718900368,1.096403971640664,1.009747045887039,"(6, 628)",0.8270192899974464,0.734727,0.49786153,0.48314464,0.6295938
192,34,symmetric,0.01,-4.057648210743331,1.1962178436724362,1.1812460307927692,0.7328139161391314,1.091990500027224,1.0849791568176863,1.0104368002777335,"(4, 523)",0.811259327844234,0.71178865,0.4787878,0.46145588,0.61817145
193,34,symmetric,0.31,-3.9188693775220536,1.2073696438129782,1.1911368964004556,0.732459451636754,1.0971492599040538,1.0894601713784329,1.011744835219921,"(1, 513)",0.8096665182088566,0.72072417,0.49221763,0.47314695,0.60811424
194,34,symmetric,0.61,-4.028761440603033,1.2047531281537038,1.186020981347541,0.7340890476046513,1.0963217511734993,1.087847462818803,1.0121476357496888,"(2, 510)",0.8114787905461501,0.7174424,0.49047336,0.46992373,0.6129779
195,34,symmetric,symmetric,-3.727289289923494,1.1989124568867076,1.1846528073714322,0.7313468071564734,1.0944780600687831,1.0874236783040288,1.0101422062509706,"(3, 517)",0.810860739030808,0.71701694,0.4860547,0.4683898,0.61691606
196,34,asymmetric,0.01,-3.8428258590221502,1.1943185029456838,1.1810593636583464,0.729299963754685,1.0918838584762405,1.08527642393387,1.0096423256962512,"(6, 498)",0.8095902830588821,0.71542203,0.47989026,0.46277615,0.6135796
197,34,asymmetric,0.31,-3.794954400989326,1.208969743175776,1.1934481963611698,0.7343885645360346,1.0976699128980516,1.0901526395159558,1.0117347325330246,"(6, 494)",0.8088404252452596,0.723744,0.49376178,0.4750028,0.6143137
198,34,asymmetric,0.61,-4.195837784630478,1.1992884161034725,1.1818519202847315,0.7374608791293181,1.0950612216629452,1.0870250945416289,1.01242927815109,"(2, 504)",0.8095781960705954,0.71840376,0.4869446,0.4677822,0.6134017
199,34,asymmetric,symmetric,-4.12280567016495,1.1977329427790049,1.185457716079175,0.7282568787442468,1.0924876142414617,1.0861363751292097,1.0090340945779608,"(7, 504)",0.8098505391903139,0.71619225,0.47979432,0.46336123,0.61517924
200,36,0.01,0.01,-3.620893062542438,1.207659648073692,1.19197709629992,0.7318104265652924,1.0972097574775517,1.0898194078261727,1.0108662924772571,"(6, 537)",0.8117434290917894,0.7204932,0.4923482,0.47429052,0.61732
201,36,0.01,0.31,-3.7965635095284935,1.206371634340527,1.1915246042583538,0.7323976378844133,1.097981301741236,1.0905318535489912,1.0120163739721737,"(6, 523)",0.8091573230056761,0.7226643,0.49469343,0.4763254,0.61420536
202,36,0.01,0.61,-3.81257343325318,1.2100041266161183,1.1914279918780382,0.7395399856233745,1.0993585442952425,1.0909478847205971,1.0131108840623924,"(6, 528)",0.8101180640571088,0.727132,0.49924672,0.47892487,0.61581063
203,36,0.01,symmetric,-4.034020561906692,1.192194647662579,1.1771121793054369,0.7242958154573935,1.0900923121906023,1.083106785385986,1.0099677226387238,"(8, 543)",0.811328074797094,0.7098018,0.4753431,0.45769918,0.60760653
204,36,0.31,0.01,-3.526936451356835,1.2158442771609146,1.2036420494158109,0.7344838636010054,1.097883952777098,1.0913752790451072,1.0095492997158084,"(6, 611)",0.8191764827854383,0.72187454,0.49033055,0.4740557,0.62458444
205,36,0.31,0.31,-3.5277362564597827,1.2134916604991846,1.197703123389646,0.7363865457217864,1.0983489221738796,1.0908963926275983,1.0109651404335145,"(6, 598)",0.8192272271385866,0.72015595,0.49201834,0.47426638,0.6235276
206,36,0.31,0.61,-3.8605598328513775,1.216658925662875,1.1996200461063775,0.7361120221830966,1.097886638419061,1.0904302311476672,1.0104605369946569,"(6, 615)",0.8215316634134269,0.7165172,0.48989475,0.47252068,0.625952
207,36,0.31,symmetric,-3.773697078394042,1.203240193686632,1.1919143399725196,0.7317914731022307,1.0924789654152838,1.0865916384519827,1.008629556487888,"(6, 623)",0.8219318541072487,0.7103914,0.47566238,0.46139643,0.6244926
208,36,0.61,0.01,-3.5886136023494988,1.221093787566622,1.210536018273651,0.7355474647897438,1.101417735536138,1.094710209617596,1.009786850266895,"(4, 667)",0.8277220425750976,0.7321291,0.4970949,0.48052537,0.6278443
209,36,0.61,0.31,-3.603182508834316,1.2161913724345388,1.2050284926965702,0.7348029501022835,1.098450670776797,1.092048219705956,1.0091852479749048,"(7, 664)",0.8268305083339463,0.72744393,0.48978105,0.47447646,0.63148004
210,36,0.61,0.61,-3.670460054593884,1.2119488473885751,1.2013484340483302,0.7326998355098363,1.0963588713422174,1.0900339627229554,1.0087877614388447,"(9, 669)",0.8274281129208677,0.7278354,0.48534808,0.4702124,0.62946224
211,36,0.61,symmetric,-3.50615642147683,1.2230866043425737,1.2110972135995115,0.7334602485154674,1.1012917215463178,1.094561728434131,1.0094564502677823,"(6, 663)",0.8271735268055233,0.73254824,0.4963432,0.48049027,0.62812114
212,36,symmetric,0.01,-3.468411423026281,1.209122914354818,1.1949831568735914,0.7277676612934082,1.098663194950999,1.0915201877490706,1.0103083599696203,"(6, 527)",0.809936102661026,0.72580576,0.497518,0.47963238,0.6110514
213,36,symmetric,0.31,-3.8297514802769896,1.2128002799332165,1.1975830466548696,0.7365507596825238,1.0984740760121574,1.090868174074997,1.0108949287395042,"(6, 528)",0.8107887173513716,0.7190583,0.49418247,0.47572008,0.6242402
214,36,symmetric,0.61,-4.112691025180432,1.2053117343818316,1.187929459953691,0.7404070779582719,1.0952996742349406,1.0873083416801568,1.0118492464363165,"(6, 548)",0.8132222599300013,0.7152423,0.48789617,0.46865878,0.62678266
215,36,symmetric,symmetric,-3.5376731441693154,1.2124852042994034,1.1974064444877686,0.73062761319221,1.0991797474786231,1.091821955398986,1.0109209671276551,"(6, 532)",0.811257094491878,0.7246301,0.49742174,0.47938648,0.6152887
216,36,asymmetric,0.01,-3.474437726970846,1.2059783220251616,1.190073139569272,0.7333241445126727,1.0983192227658995,1.090943706695503,1.0108228264163683,"(7, 530)",0.8113649137748856,0.7242526,0.49692065,0.47902346,0.61765164
217,36,asymmetric,0.31,-3.900706716400329,1.1969395273495402,1.1819903769544522,0.7320631038554302,1.0931726599360818,1.0863708473883704,1.0110380134409789,"(5, 529)",0.809345200560468,0.7181926,0.4832902,0.4665549,0.61400855
218,36,asymmetric,0.61,-4.162706267311311,1.199166326155369,1.1811798675688765,0.7339151627352162,1.0962340650840017,1.08809689891896,1.0122087554510082,"(6, 528)",0.8103126822392714,0.72397596,0.49202782,0.47214127,0.6119184
219,36,asymmetric,symmetric,-3.6646665392408297,1.199908948721714,1.1840670441776229,0.7327156481885385,1.0964540335346944,1.089248548198642,1.010808006173049,"(6, 529)",0.8116894226384304,0.7208457,0.4926204,0.47503445,0.617203
220,38,0.01,0.01,-4.32898330937979,1.2035144912652918,1.1879306542960484,0.7307326822892507,1.095408744164564,1.0880913318911458,1.010314100606072,"(5, 583)",0.8143892207141833,0.7153512,0.486527,0.46828848,0.6125365
221,38,0.01,0.31,-3.857034842856423,1.2094923439401604,1.1925413573746175,0.7362304850551283,1.0983792910957932,1.0905167509489582,1.0117078724876327,"(5, 562)",0.8107091694793536,0.72131604,0.49570188,0.4764082,0.6196263
